,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,playerId3,corsi_influence_on_player2,corsi_influence_on_player_1
1638,84800358480196,2021,Bryson-Jokiharju,BUF,pairing,5on5,33,8737.0,232.0,0.43,0.53,0.47,64.99,5.44,4.7,14.65,2.0,36.57,26.64,5.3,5.51,5.36,71.0,19.0,45.0,135.0,7.0,2.0,0.0,14.0,2.0,29.0,36.0,64.0,83.0,4.0,8.0,61.0,28.0,14.0,9.0,65.0,23.0,2.0,1.97,2.95,0.52,2.0,5.0,0.0,134.15,90.0,89.66,5.0,0.96,0.31,0.31,6.09,6.13,5.99,72.9,7.08,5.33,16.36,2.32,40.05,28.85,6.79,6.98,6.7,73.0,27.0,21.0,121.0,6.0,7.0,1.0,14.0,3.0,33.0,37.0,67.0,94.0,4.0,8.0,61.0,61.0,12.0,24.0,67.0,27.0,6.0,1.86,3.24,1.98,2.0,3.0,1.0,121.91,100.0,100.57,12.0,1.1,1.91,1.91,6.27,6.25,6.1,8480035,8480196,,0.04564989653388524,0.046130045079019855
1643,84757508476463,2021,Brodin-Merrill,MIN,pairing,5on5,11,691.0,79.0,0.71,0.4,0.57,6.21,0.53,0.42,1.44,0.19,2.92,2.5,0.53,0.53,0.53,7.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,7.0,8.0,1.0,2.0,4.0,8.0,0.0,4.0,6.0,2.0,0.0,0.24,0.29,0.0,0.0,0.0,0.0,7.88,8.0,7.85,0.0,0.09,0.0,0.0,0.62,0.62,0.62,4.05,0.21,0.25,1.09,0.13,2.59,1.73,0.21,0.22,0.22,6.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,5.0,0.0,0.0,4.0,8.0,2.0,4.0,5.0,1.0,0.0,0.12,0.09,0.0,1.0,0.0,0.0,12.12,6.0,6.01,1.0,0.05,0.0,0.0,0.27,0.27,0.27,8475750,8476463,,-0.13115315986084541,-0.09102591596694098
1644,84768748479348,2021,Clague-Maatta,LAK,pairing,5on5,8,3704.0,33.0,0.49,0.44,0.44,27.71,2.76,2.04,6.29,0.9,14.66,10.34,2.54,2.8,2.58,31.0,6.0,10.0,47.0,1.0,4.0,1.0,7.0,0.0,8.0,17.0,30.0,36.0,4.0,8.0,26.0,26.0,9.0,8.0,27.0,6.0,4.0,0.94,0.65,1.17,0.0,0.0,1.0,47.57,37.0,37.56,8.0,0.43,1.17,1.17,2.01,2.03,1.99,32.87,2.85,2.43,6.82,1.16,19.66,15.08,2.66,2.83,2.64,36.0,12.0,12.0,60.0,2.0,3.0,1.0,3.0,0.0,21.0,19.0,34.0,46.0,5.0,10.0,19.0,27.0,9.0,10.0,37.0,8.0,3.0,1.25,0.92,0.68,0.0,1.0,1.0,59.58,48.0,47.73,8.0,0.5,0.49,0.49,2.86,2.85,2.78,8476874,8479348,,-0.011351874155991148,-0.09557476838690254
1646,84746128482245,2021,Zub-Hamonic,OTT,pairing,5on5,16,897.0,104.0,0.34,0.35,0.41,6.96,0.69,0.43,1.45,0.22,3.48,2.74,0.64,0.69,0.64,9.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,8.0,8.0,2.0,4.0,1.0,7.0,2.0,5.0,6.0,2.0,1.0,0.14,0.28,0.27,0.0,1.0,0.0,9.11,9.0,9.01,4.0,0.09,0.27,0.27,0.5,0.5,0.5,10.14,1.33,0.82,1.99,0.33,4.92,3.61,1.29,1.32,1.28,9.0,4.0,4.0,17.0,1.0,1.0,0.0,4.0,0.0,2.0,5.0,8.0,12.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,1.0,0.21,0.85,0.27,0.0,1.0,0.0,16.96,13.0,13.07,1.0,0.18,0.27,0.27,1.24,1.24,1.23,8474612,8482245,,-0.1313314075630252,-0.12257487321787386
1652,84706138479983,2021,Ferraro-Burns,SJS,pairing,5on5,63,56173.0,140.0,0.48,0.45,0.47,413.41,36.61,27.85,98.99,13.6,234.3,170.64,35.59,36.71,35.69,395.0,187.0,183.0,765.0,38.0,28.0,7.0,96.0,17.0,185.0,218.0,357.0,544.0,43.0,103.0,455.0,394.0,146.0,145.0,432.0,120.0,30.0,13.32,14.88,8.41,13.0,16.0,9.0,767.24,582.0,583.77,91.0,5.75,6.66,6.43,35.93,35.98,35.47,468.33,39.32,31.88,109.11,15.12,268.28,196.29,38.06,39.89,38.58,485.0,175.0,264.0,924.0,38.0,35.0,5.0,132.0,12.0,197.0,246.0,447.0,622.0,42.0,101.0,442.0,352.0,139.0,129.0,500.0,126.0,34.0,14.74,15.02,9.57,18.0,13.0,7.0,933.27,660.0,667.33,59.0,6.59,7.63,7.63,38.28,38.75,38.12,8470613,8479983,,0.0,0.0
1654,84769238477435,2021,Graves-Severson,NJD,pairing,5on5,65,23220.0,337.0,0.5,0.51,0.49,186.58,16.3,11.66,42.84,5.95,100.53,77.72,15.69,16.31,15.71,184.0,71.0,93.0,348.0,19.0,15.0,6.0,48.0,7.0,65.0,101.0,165.0,236.0,24.0,57.0,207.0,129.0,38.0,58.0,183.0,56.0,16.0,5.34,6.78,4.19,5.0,8.0,6.0,348.07,255.0,254.41,42.0,2.41,3.45,3.45,15.27,15.3,14.94,189.94,16.32,12.04,45.11,6.24,104.39,79.89,15.89,16.42,15.97,185.0,79.0,71.0,335.0,12.0,8.0,2.0,49.0,4.0,72.0,119.0,173.0,252.0,23.0,55.0,191.0,164.0,62.0,60.0,196.0,56.0,12.0,6.1,6.97,3.25,6.0,4.0,2.0,337.75,264.0,266.83,27.0,2.48,1.76,1.79,17.02,17.07,16.85,8476923,8477435,,0.0,0.0
1655,84773848482245,2021,Zub-Brown,OTT,pairing,5on5,29,1633.0,223.0,0.38,0.26,0.28,7.24,0.7,0.46,1.38,0.23,3.53,3.71,0.7,0.69,0.69,7.0,3.0,1.0,11.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,8.0,2.0,7.0,1.0,14.0,3.0,3.0,6.0,3.0,1.0,0.15,0.34,0.21,1.0,0.0,1.0,11.28,10.0,10.19,3.0,0.1,0.18,0.0,0.79,0.78,0.78,19.01,1.14,1.24,4.36,0.56,10.4,8.31,1.11,1.2,1.16,20.0,6.0,6.0,32.0,0.0,0.0,0.0,4.0,0.0,8.0,14.0,20.0,26.0,1.0,2.0,3.0,7.0,3.0,3.0,22.0,3.0,1.0,0.6,0.33,0.21,0.0,0.0,0.0,32.88,26.0,27.02,2.0,0.25,0.0,0.0,1.39,1.45,1.42,8477384,8482245,,-0.22413665254237286,-0.21937248899942602
1656,84792528480184,2021,Renouf-Lindstrom,DET,pairing,5on5,1,663.0,3.0,0.59,0.5,0.5,3.9,0.47,0.32,0.66,0.11,2.04,1.42,0.47,0.46,0.46,4.0,1.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,2.0,3.0,0.0,0.09,0.38,0.0,1.0,1.0,0.0,7.93,5.0,4.99,1.0,0.07,0.0,0.0,0.53,0.52,0.52,3.8,0.33,0.25,0.75,0.11,1.93,1.64,0.33,0.36,0.35,5.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,3.0,2.0,0.0,0.07,0.26,0.0,0.0,0.0,0.0,8.3,5.0,5.36,0.0,0.05,0.0,0.0,0.38,0.41,0.41,8479252,8480184,,0.050605899985377956,-0.03749717301168487
1659,84769178480071,2021,Pelech-Salo,NYI,pairing,5on5,13,1292.0,111.0,0.83,0.68,0.68,10.79,1.05,0.76,2.6,0.36,5.98,4.25,1.02,1.04,1.01,11.0,4.0,10.0,25.0,2.0,2.0,0.0,3.0,0.0,3.0,5.0,9.0,13.0,4.0,8.0,7.0,6.0,2.0,3.0,11.0,2.0,2.0,0.31,0.29,0.45,1.0,0.0,1.0,24.53,15.0,14.83,2.0,0.15,0.26,0.26,0.95,0.93,0.92,4.58,0.21,0.26,1.23,0.16,2.83,2.31,0.2,0.21,0.21,6.0,1.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,6.0,0.0,0.0,6.0,12.0,1.0,4.0,7.0,0.0,0.0,0.21,0.0,0.0,1.0,0.0,0.0,12.1,7.0,7.13,3.0,0.05,0.0,0.0,0.26,0.27,0.26,8476917,8480071,,0.2578319627350624,0.1828074411193067
1660,84763128478038,2021,Toews-Manson,COL,pairing,5on5,16,4126.0,99.0,0.48,0.5,0.5,38.11,3.06,2.49,9.09,1.22,20.78,15.37,2.94,3.19,3.08,39.0,13.0,16.0,68.0,2.0,1.0,0.0,6.0,0.0,17.0,26.0,37.0,50.0,1.0,2.0,33.0,25.0,7.0,7.0,40.0,7.0,5.0,0.92,0.78,1.35,1.0,0.0,1.0,71.25,52.0,54.36,5.0,0.52,0.32,0.32,3.26,3.41,3.37,36.74,3.36,2.41,8.72,1.19,20.19,15.12,3.27,3.2,3.12,43.0,8.0,17.0,68.0,4.0,4.0,2.0,12.0,1.0,11.0,19.0,39.0,47.0,4.0,8.0,31.0,25.0,10.0,9.0,35.0,14.0,2.0,1.02,1.74,0.6,1.0,3.0,0.0,65.28,51.0,49.05,4.0,0.5,0.58,0.58,3.28,3.14,3.11,8476312,8478038,,-0.07387537402552091,0.0
1668,84741668480727,2021,Martinez-Whitecloud,VGK,pairing,5on5,17,9615.0,71.0,0.59,0.52,0.55,87.83,8.96,6.25,21.06,2.92,48.57,35.24,8.38,9.14,8.54,88.0,35.0,38.0,161.0,7.0,9.0,0.0,28.0,1.0,46.0,32.0,81.0,116.0,7.0,17.0,77.0,61.0,19.0,19.0,83.0,33.0,7.0,2.43,4.29,2.25,4.0,3.0,0.0,162.77,123.0,123.67,9.0,1.29,2.09,2.09,8.17,8.32,7.96,73.47,6.2,4.59,16.54,2.41,41.29,30.98,6.01,6.16,5.97,76.0,26.0,44.0,146.0,6.0,6.0,1.0,12.0,1.0,38.0,39.0,70.0,96.0,3.0,9.0,77.0,102.0,15.0,20.0,74.0,24.0,4.0,2.1,2.68,1.42,3.0,3.0,0.0,144.35,102.0,101.4,11.0,0.95,1.41,1.41,5.73,5.61,5.54,8474166,8480727,,-0.011935542314196024,0.0
1672,84758258481581,2021,Harley-Hakanpaa,DAL,pairing,5on5,31,10037.0,154.0,0.5,0.52,0.52,79.45,5.6,4.87,19.43,2.53,44.51,34.06,5.51,5.6,5.52,82.0,29.0,41.0,152.0,4.0,2.0,0.0,21.0,1.0,45.0,38.0,78.0,107.0,7.0,14.0,70.0,98.0,16.0,19.0,86.0,22.0,3.0,2.21,2.39,1.0,2.0,1.0,1.0,151.73,111.0,110.71,14.0,1.01,0.41,0.41,6.19,6.19,6.12,72.17,5.63,4.8,17.81,2.48,40.48,29.79,5.48,5.62,5.45,74.0,27.0,41.0,142.0,6.0,6.0,1.0,19.0,1.0,36.0,33.0,68.0,95.0,7.0,14.0,55.0,89.0,15.0,27.0,79.0,19.0,3.0,2.17,2.45,1.02,5.0,1.0,0.0,141.5,101.0,100.1,19.0,0.99,1.09,1.09,5.54,5.52,5.42,8475825,8481581,,-0.015721370347147046,0.07096620292810835
1674,84763128478425,2021,Guhle-Manson,ANA,pairing,5on5,1,874.0,2.0,0.34,0.36,0.45,5.61,0.37,0.35,1.38,0.21,3.82,2.87,0.36,0.38,0.37,5.0,4.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,5.0,9.0,0.0,0.0,4.0,9.0,1.0,1.0,8.0,1.0,0.0,0.25,0.13,0.0,0.0,0.0,0.0,10.04,9.0,8.94,0.0,0.07,0.0,0.0,0.44,0.45,0.44,7.98,0.73,0.47,2.02,0.26,4.49,3.03,0.72,0.7,0.7,11.0,0.0,7.0,18.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,11.0,11.0,0.0,0.0,5.0,8.0,2.0,2.0,9.0,1.0,1.0,0.22,0.11,0.4,0.0,0.0,0.0,18.06,11.0,10.98,2.0,0.1,0.4,0.4,0.43,0.41,0.41,8476312,8478425,,-0.1084474671669794,-0.1418821140712484
1675,84768858479324,2021,Lindgren-Trouba,NYR,pairing,5on5,52,2062.0,422.0,0.43,0.46,0.47,15.74,0.96,0.86,3.74,0.5,8.33,7.6,0.95,0.98,0.97,19.0,3.0,6.0,28.0,1.0,1.0,0.0,10.0,0.0,2.0,8.0,18.0,21.0,6.0,12.0,8.0,17.0,5.0,4.0,19.0,3.0,0.0,0.56,0.4,0.0,0.0,1.0,0.0,28.61,22.0,22.41,0.0,0.17,0.17,0.17,0.97,1.0,0.99,18.0,1.27,1.18,4.85,0.6,9.65,7.44,1.23,1.23,1.19,19.0,6.0,8.0,33.0,0.0,2.0,0.0,4.0,1.0,12.0,6.0,19.0,25.0,4.0,8.0,6.0,19.0,3.0,4.0,20.0,4.0,1.0,0.56,0.44,0.27,0.0,0.0,0.0,31.58,25.0,23.97,2.0,0.25,0.32,0.32,1.2,1.16,1.12,8476885,8479324,,-0.02052667203044578,-0.030711148920515907
1678,84772208481572,2021,Schmidt-Heinola,WPG,pairing,5on5,9,2272.0,61.0,0.65,0.55,0.56,21.91,1.97,1.61,5.34,0.79,13.88,9.41,1.91,1.92,1.86,18.0,15.0,7.0,40.0,1.0,2.0,0.0,4.0,1.0,14.0,11.0,17.0,32.0,0.0,0.0,21.0,11.0,3.0,8.0,27.0,6.0,0.0,1.18,0.79,0.0,0.0,1.0,0.0,39.31,33.0,32.88,5.0,0.33,0.21,0.21,2.1,2.04,1.99,18.18,1.08,1.13,4.27,0.6,10.67,8.25,1.07,1.12,1.12,18.0,8.0,7.0,33.0,1.0,0.0,0.0,3.0,1.0,8.0,13.0,17.0,25.0,2.0,4.0,9.0,13.0,4.0,13.0,23.0,3.0,0.0,0.63,0.45,0.0,1.0,0.0,0.0,34.06,26.0,26.74,10.0,0.23,0.0,0.0,1.3,1.36,1.35,8477220,8481572,,0.10386241302350013,0.051473583167944426
1680,84774718482245,2021,Heatherington-Zub,OTT,pairing,5on5,4,929.0,23.0,0.44,0.43,0.52,8.7,0.6,0.52,2.09,0.28,5.06,3.44,0.58,0.58,0.55,5.0,7.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,5.0,12.0,1.0,2.0,7.0,12.0,1.0,3.0,10.0,1.0,1.0,0.29,0.1,0.2,0.0,0.0,0.0,11.73,12.0,10.98,2.0,0.11,0.0,0.0,0.71,0.68,0.66,7.87,0.76,0.51,1.68,0.23,4.24,3.59,0.75,0.83,0.82,8.0,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,8.0,11.0,0.0,0.0,7.0,4.0,0.0,3.0,9.0,1.0,1.0,0.33,0.13,0.3,0.0,0.0,0.0,17.79,11.0,11.48,2.0,0.11,0.0,0.0,0.86,0.94,0.93,8477471,8482245,,-0.05053054184941519,0.023910755630393576
1681,84763728477948,2021,Sanheim-Seeler,PHI,pairing,5on5,26,5211.0,199.0,0.62,0.58,0.57,48.82,4.63,3.4,11.24,1.72,25.93,19.08,4.57,4.59,4.52,55.0,11.0,23.0,89.0,7.0,3.0,2.0,6.0,1.0,22.0,27.0,48.0,59.0,9.0,21.0,38.0,35.0,8.0,9.0,47.0,16.0,3.0,1.51,2.2,0.91,1.0,3.0,3.0,87.27,66.0,64.87,7.0,0.71,0.75,0.75,4.59,4.54,4.49,35.97,2.82,2.4,7.93,1.1,20.4,15.35,2.79,2.77,2.74,36.0,14.0,15.0,65.0,3.0,1.0,0.0,12.0,2.0,15.0,17.0,33.0,47.0,7.0,17.0,33.0,34.0,6.0,13.0,40.0,8.0,2.0,1.3,1.07,0.45,1.0,2.0,0.0,65.85,50.0,50.11,5.0,0.49,0.22,0.39,2.92,2.9,2.87,8476372,8477948,,0.11650628256205942,0.15610319050554866
1683,84768548481122,2021,Lindholm-Benoit,ANA,pairing,5on5,17,931.0,120.0,0.49,0.53,0.55,11.28,1.06,0.86,2.85,0.37,6.37,4.5,1.05,1.07,1.07,11.0,5.0,4.0,20.0,1.0,2.0,0.0,0.0,0.0,6.0,7.0,10.0,15.0,3.0,6.0,1.0,7.0,0.0,4.0,12.0,2.0,2.0,0.37,0.26,0.43,0.0,1.0,0.0,20.62,16.0,16.49,2.0,0.18,0.06,0.06,1.18,1.2,1.19,9.44,1.1,0.78,2.14,0.3,5.22,3.47,1.09,1.1,1.09,11.0,2.0,5.0,18.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,11.0,13.0,0.0,0.0,2.0,12.0,1.0,3.0,7.0,5.0,1.0,0.25,0.58,0.27,0.0,0.0,0.0,18.14,13.0,12.88,2.0,0.16,0.13,0.13,1.13,1.13,1.13,8476854,8481122,,0.07157735501984697,0.030356582021525136
1688,84746188478859,2021,Scandella-Mikkola,STL,pairing,5on5,25,1866.0,253.0,0.33,0.52,0.43,13.62,1.09,0.93,3.1,0.46,7.82,5.6,1.06,1.07,1.05,15.0,4.0,9.0,28.0,1.0,1.0,0.0,3.0,1.0,6.0,7.0,14.0,18.0,2.0,4.0,5.0,16.0,3.0,4.0,15.0,4.0,0.0,0.66,0.43,0.0,1.0,0.0,0.0,27.61,19.0,18.71,4.0,0.19,0.1,0.1,1.18,1.16,1.15,18.6,2.17,1.27,4.36,0.6,9.58,7.02,2.14,2.23,2.2,19.0,6.0,1.0,26.0,3.0,2.0,1.0,7.0,0.0,4.0,9.0,16.0,22.0,3.0,6.0,6.0,16.0,4.0,6.0,18.0,4.0,3.0,0.7,0.47,1.0,0.0,1.0,2.0,26.66,25.0,25.57,1.0,0.27,0.68,0.68,1.76,1.79,1.78,8474618,8478859,,0.08317644054813178,0.08237468781318108
1692,84788408479395,2021,Cholowski-Borgen,SEA,pairing,5on5,3,884.0,16.0,0.65,0.63,0.62,11.47,0.7,0.66,2.93,0.33,6.29,5.09,0.7,0.69,0.68,11.0,5.0,6.0,22.0,1.0,0.0,0.0,2.0,0.0,4.0,9.0,10.0,15.0,0.0,0.0,6.0,4.0,1.0,0.0,12.0,4.0,0.0,0.26,0.44,0.0,0.0,1.0,0.0,22.16,16.0,16.17,0.0,0.13,0.0,0.0,0.83,0.82,0.81,7.08,0.38,0.51,1.52,0.22,4.35,3.03,0.37,0.39,0.39,7.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,7.0,10.0,1.0,2.0,6.0,6.0,0.0,4.0,9.0,1.0,0.0,0.28,0.09,0.0,0.0,0.0,0.0,13.29,10.0,10.21,3.0,0.1,0.0,0.0,0.48,0.5,0.5,8478840,8479395,,0.15398576110294954,0.11325239146431199
1697,84735078475233,2021,Savard-Petry,MTL,pairing,5on5,29,1156.0,254.0,0.51,0.54,0.61,14.2,1.29,0.89,3.47,0.46,8.1,5.79,1.27,1.24,1.23,14.0,6.0,2.0,22.0,1.0,0.0,0.0,4.0,0.0,8.0,7.0,13.0,19.0,1.0,2.0,5.0,8.0,2.0,2.0,14.0,5.0,1.0,0.34,0.7,0.25,0.0,1.0,0.0,21.53,20.0,19.4,2.0,0.18,0.0,0.18,1.3,1.26,1.25,9.93,1.26,0.86,2.08,0.34,4.83,3.64,1.19,1.27,1.2,11.0,2.0,6.0,19.0,0.0,4.0,0.0,1.0,0.0,3.0,5.0,11.0,13.0,1.0,2.0,1.0,4.0,2.0,8.0,9.0,2.0,2.0,0.3,0.33,0.64,0.0,0.0,0.0,18.97,13.0,12.77,6.0,0.18,0.81,0.81,0.63,0.61,0.6,8473507,8475233,,0.10180610889774239,0.040665783562748414
1702,84800738481575,2021,Brannstrom-Thomson,OTT,pairing,5on5,2,751.0,12.0,0.58,0.48,0.53,6.48,0.79,0.51,1.68,0.22,3.46,2.34,0.64,0.76,0.62,6.0,3.0,2.0,11.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,8.0,5.0,4.0,0.0,6.0,0.0,3.0,0.12,0.0,0.67,0.0,0.0,0.0,9.85,9.0,8.59,0.0,0.11,0.45,0.45,0.45,0.43,0.41,5.85,0.56,0.49,0.99,0.16,3.47,2.33,0.55,0.58,0.57,6.0,2.0,4.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,6.0,8.0,0.0,0.0,7.0,2.0,1.0,1.0,4.0,4.0,0.0,0.16,0.4,0.0,0.0,0.0,0.0,13.17,8.0,8.37,1.0,0.1,0.0,0.0,0.66,0.68,0.67,8480073,8481575,,-0.021134698194455015,-0.020296252465483278
1703,84745788479983,2021,Ferraro-Karlsson,SJS,pairing,5on5,26,5369.0,154.0,0.48,0.52,0.51,51.6,4.51,3.5,12.08,1.76,29.88,22.27,4.3,4.37,4.17,51.0,23.0,32.0,106.0,3.0,4.0,0.0,14.0,1.0,21.0,31.0,48.0,71.0,4.0,10.0,42.0,38.0,19.0,16.0,60.0,11.0,3.0,2.1,1.54,0.88,1.0,1.0,1.0,102.17,74.0,71.49,9.0,0.72,0.52,0.52,4.72,4.57,4.44,52.14,4.84,3.41,12.34,1.64,27.43,21.35,4.66,5.04,4.85,52.0,19.0,25.0,96.0,5.0,6.0,1.0,8.0,1.0,20.0,31.0,47.0,66.0,7.0,14.0,41.0,37.0,15.0,18.0,57.0,7.0,7.0,1.85,0.98,2.01,2.0,2.0,1.0,101.5,71.0,74.3,6.0,0.7,1.67,1.67,3.87,4.04,4.0,8474578,8479983,,0.07557611275964393,0.022175666092594415
1707,84757908479976,2021,Valimaki-Gudbranson,CGY,pairing,5on5,8,6249.0,22.0,0.52,0.52,0.51,61.95,4.47,3.64,15.78,2.2,34.14,26.76,4.33,4.66,4.53,63.0,24.0,29.0,116.0,4.0,6.0,2.0,13.0,0.0,28.0,36.0,59.0,83.0,9.0,21.0,43.0,49.0,10.0,13.0,71.0,13.0,3.0,2.08,1.41,0.98,1.0,2.0,1.0,124.08,87.0,92.43,8.0,0.74,1.31,1.23,3.98,4.18,4.14,60.3,4.09,3.85,15.51,2.22,33.45,24.88,4.06,3.77,3.74,59.0,25.0,24.0,108.0,2.0,4.0,0.0,20.0,3.0,29.0,26.0,57.0,82.0,11.0,25.0,42.0,50.0,14.0,14.0,71.0,10.0,3.0,2.09,1.1,0.89,2.0,0.0,0.0,98.36,84.0,77.32,4.0,0.79,0.67,0.67,4.21,3.89,3.87,8475790,8479976,,0.09733910891089115,-0.06588528913166314
1716,84793238479333,2021,Hajek-Fox,NYR,pairing,5on5,9,2166.0,53.0,0.39,0.42,0.44,18.4,1.41,1.26,4.07,0.61,11.59,8.06,1.38,1.49,1.45,17.0,10.0,6.0,33.0,1.0,0.0,0.0,3.0,1.0,11.0,11.0,16.0,26.0,5.0,10.0,19.0,10.0,1.0,6.0,21.0,5.0,1.0,0.66,0.53,0.23,1.0,0.0,0.0,34.96,27.0,28.2,0.0,0.26,0.0,0.0,1.67,1.76,1.72,24.35,2.22,1.73,5.05,0.78,13.75,10.47,2.18,2.13,2.08,25.0,9.0,11.0,45.0,4.0,3.0,1.0,5.0,0.0,12.0,10.0,21.0,30.0,5.0,10.0,14.0,22.0,5.0,9.0,27.0,4.0,3.0,0.89,0.57,0.77,2.0,0.0,2.0,42.95,34.0,33.0,4.0,0.36,0.64,0.64,1.94,1.87,1.85,8479323,8479333,,0.04805054822523691,-0.08212553512505677
1717,84763128481524,2021,Byram-Manson,COL,pairing,5on5,9,801.0,75.0,0.26,0.33,0.4,5.9,0.22,0.32,1.51,0.18,3.4,2.36,0.22,0.23,0.23,5.0,3.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,7.0,1.0,2.0,6.0,5.0,1.0,1.0,7.0,1.0,0.0,0.12,0.1,0.0,0.0,1.0,0.0,9.5,8.0,8.06,0.0,0.06,0.0,0.0,0.29,0.29,0.29,8.33,0.64,0.48,2.02,0.28,4.75,3.82,0.63,0.62,0.61,11.0,1.0,6.0,18.0,2.0,1.0,1.0,3.0,0.0,4.0,2.0,9.0,10.0,3.0,6.0,8.0,6.0,1.0,1.0,10.0,1.0,1.0,0.13,0.14,0.38,1.0,0.0,1.0,17.43,12.0,11.75,0.0,0.1,0.38,0.38,0.37,0.36,0.35,8476312,8481524,,-0.2053950292988483,-0.172092187139894
